epoch,batch,phase,generator_total_loss,pixel_loss,perceptual_loss,adversarial_loss,discriminator_loss,real_score,fake_score,psnr,ssim
0,540,pretrain,0.080282,0.080282,0.0,0.0,0.0,0.0,0.0,20.5977,0.9508
0,560,pretrain,0.107302,0.107302,0.0,0.0,0.0,0.0,0.0,16.6437,0.8786
0,580,pretrain,0.068266,0.068266,0.0,0.0,0.0,0.0,0.0,20.8966,0.9334
0,600,pretrain,0.058755,0.058755,0.0,0.0,0.0,0.0,0.0,22.8731,0.9623
0,620,pretrain,0.129905,0.129905,0.0,0.0,0.0,0.0,0.0,16.7313,0.9133
0,640,pretrain,0.046897,0.046897,0.0,0.0,0.0,0.0,0.0,24.7663,0.9741
0,660,pretrain,0.058526,0.058526,0.0,0.0,0.0,0.0,0.0,22.1022,0.9576
0,680,pretrain,0.067846,0.067846,0.0,0.0,0.0,0.0,0.0,22.2812,0.9584
0,700,pretrain,0.078471,0.078471,0.0,0.0,0.0,0.0,0.0,20.1253,0.9142
0,720,pretrain,0.060351,0.060351,0.0,0.0,0.0,0.0,0.0,22.5671,0.9498
0,740,pretrain,0.048115,0.048115,0.0,0.0,0.0,0.0,0.0,24.1681,0.9656
0,760,pretrain,0.111172,0.111172,0.0,0.0,0.0,0.0,0.0,17.4122,0.8268
0,780,pretrain,0.052837,0.052837,0.0,0.0,0.0,0.0,0.0,23.525,0.974
0,800,pretrain,0.059486,0.059486,0.0,0.0,0.0,0.0,0.0,23.247,0.9546
0,820,pretrain,0.06294,0.06294,0.0,0.0,0.0,0.0,0.0,21.976,0.9666
0,840,pretrain,0.065393,0.065393,0.0,0.0,0.0,0.0,0.0,21.5172,0.9507
0,860,pretrain,0.081264,0.081264,0.0,0.0,0.0,0.0,0.0,19.7732,0.9486
0,880,pretrain,0.108461,0.108461,0.0,0.0,0.0,0.0,0.0,18.3715,0.9591
0,900,pretrain,0.161111,0.161111,0.0,0.0,0.0,0.0,0.0,15.2742,0.8317
0,920,pretrain,0.106706,0.106706,0.0,0.0,0.0,0.0,0.0,18.5421,0.8795
0,940,pretrain,0.103964,0.103964,0.0,0.0,0.0,0.0,0.0,17.9888,0.8072
0,960,pretrain,0.050854,0.050854,0.0,0.0,0.0,0.0,0.0,23.8322,0.9736
0,980,pretrain,0.06782,0.06782,0.0,0.0,0.0,0.0,0.0,21.1504,0.9328
0,1000,pretrain,0.143232,0.143232,0.0,0.0,0.0,0.0,0.0,15.9084,0.8675
0,1020,pretrain,0.104721,0.104721,0.0,0.0,0.0,0.0,0.0,18.581,0.9249
0,1040,pretrain,0.057951,0.057951,0.0,0.0,0.0,0.0,0.0,22.3166,0.9541
0,1060,pretrain,0.116045,0.116045,0.0,0.0,0.0,0.0,0.0,16.7691,0.8894
0,1080,pretrain,0.184018,0.184018,0.0,0.0,0.0,0.0,0.0,13.2944,0.7141
0,1100,pretrain,0.191723,0.191723,0.0,0.0,0.0,0.0,0.0,13.6142,0.8765
0,1120,pretrain,0.049662,0.049662,0.0,0.0,0.0,0.0,0.0,22.9246,0.9648
0,1140,pretrain,0.042955,0.042955,0.0,0.0,0.0,0.0,0.0,24.6739,0.9689
0,1160,pretrain,0.145009,0.145009,0.0,0.0,0.0,0.0,0.0,15.7995,0.8326
0,1180,pretrain,0.070766,0.070766,0.0,0.0,0.0,0.0,0.0,21.369,0.9608
0,1200,pretrain,0.061671,0.061671,0.0,0.0,0.0,0.0,0.0,22.1238,0.9632
0,1220,pretrain,0.057199,0.057199,0.0,0.0,0.0,0.0,0.0,22.6412,0.9658
0,1240,pretrain,0.102674,0.102674,0.0,0.0,0.0,0.0,0.0,18.4529,0.9202
0,1260,pretrain,0.060107,0.060107,0.0,0.0,0.0,0.0,0.0,22.1537,0.9587
0,1280,pretrain,0.095308,0.095308,0.0,0.0,0.0,0.0,0.0,17.8263,0.9066
0,1300,pretrain,0.089964,0.089964,0.0,0.0,0.0,0.0,0.0,19.1104,0.9151
0,1320,pretrain,0.055062,0.055062,0.0,0.0,0.0,0.0,0.0,23.6267,0.9492
0,1340,pretrain,0.058461,0.058461,0.0,0.0,0.0,0.0,0.0,22.9129,0.9673
0,1360,pretrain,0.156031,0.156031,0.0,0.0,0.0,0.0,0.0,15.7383,0.9447
0,1380,pretrain,0.06427,0.06427,0.0,0.0,0.0,0.0,0.0,21.6388,0.9416
0,1400,pretrain,0.09548,0.09548,0.0,0.0,0.0,0.0,0.0,19.3022,0.942
0,1420,pretrain,0.068761,0.068761,0.0,0.0,0.0,0.0,0.0,21.3279,0.9361
0,1440,pretrain,0.079246,0.079246,0.0,0.0,0.0,0.0,0.0,20.2728,0.9248
0,1460,pretrain,0.032263,0.032263,0.0,0.0,0.0,0.0,0.0,27.2513,0.9885
0,1480,pretrain,0.050978,0.050978,0.0,0.0,0.0,0.0,0.0,24.1138,0.9358
0,1500,pretrain,0.060689,0.060689,0.0,0.0,0.0,0.0,0.0,22.6177,0.9553
0,1520,pretrain,0.066202,0.066202,0.0,0.0,0.0,0.0,0.0,21.6149,0.9556
0,1540,pretrain,0.041501,0.041501,0.0,0.0,0.0,0.0,0.0,25.3235,0.9753
0,1560,pretrain,0.063942,0.063942,0.0,0.0,0.0,0.0,0.0,21.6374,0.9633
0,1580,pretrain,0.084092,0.084092,0.0,0.0,0.0,0.0,0.0,19.2469,0.9233
0,1600,pretrain,0.074715,0.074715,0.0,0.0,0.0,0.0,0.0,21.3301,0.9236
0,1620,pretrain,0.061499,0.061499,0.0,0.0,0.0,0.0,0.0,22.472,0.9657
0,1640,pretrain,0.048377,0.048377,0.0,0.0,0.0,0.0,0.0,24.2485,0.9636
0,1660,pretrain,0.081197,0.081197,0.0,0.0,0.0,0.0,0.0,20.9953,0.9482
0,1680,pretrain,0.063492,0.063492,0.0,0.0,0.0,0.0,0.0,21.8776,0.9441
0,1700,pretrain,0.067093,0.067093,0.0,0.0,0.0,0.0,0.0,22.1254,0.9656
0,1720,pretrain,0.042593,0.042593,0.0,0.0,0.0,0.0,0.0,25.3975,0.9683
0,1740,pretrain,0.044915,0.044915,0.0,0.0,0.0,0.0,0.0,24.5495,0.9713
0,1760,pretrain,0.04696,0.04696,0.0,0.0,0.0,0.0,0.0,23.7739,0.9432
0,1780,pretrain,0.041219,0.041219,0.0,0.0,0.0,0.0,0.0,25.1483,0.9815
0,1800,pretrain,0.040252,0.040252,0.0,0.0,0.0,0.0,0.0,24.8606,0.9767
0,1820,pretrain,0.046815,0.046815,0.0,0.0,0.0,0.0,0.0,24.7519,0.9693
0,1840,pretrain,0.059763,0.059763,0.0,0.0,0.0,0.0,0.0,22.3306,0.959
0,1860,pretrain,0.041153,0.041153,0.0,0.0,0.0,0.0,0.0,26.1198,0.9774
0,1880,pretrain,0.054912,0.054912,0.0,0.0,0.0,0.0,0.0,23.8325,0.9736
0,1900,pretrain,0.058541,0.058541,0.0,0.0,0.0,0.0,0.0,22.0289,0.9405
0,1920,pretrain,0.033331,0.033331,0.0,0.0,0.0,0.0,0.0,26.4482,0.9691
0,1940,pretrain,0.055561,0.055561,0.0,0.0,0.0,0.0,0.0,23.0076,0.971
0,1960,pretrain,0.026431,0.026431,0.0,0.0,0.0,0.0,0.0,28.8738,0.9849
0,1980,pretrain,0.037517,0.037517,0.0,0.0,0.0,0.0,0.0,25.6031,0.9676
0,2000,pretrain,0.033393,0.033393,0.0,0.0,0.0,0.0,0.0,26.564,0.9768
0,2020,pretrain,0.055443,0.055443,0.0,0.0,0.0,0.0,0.0,22.6453,0.9336
0,2040,pretrain,0.042975,0.042975,0.0,0.0,0.0,0.0,0.0,25.1549,0.9692
0,2060,pretrain,0.031691,0.031691,0.0,0.0,0.0,0.0,0.0,27.4273,0.9851
0,2080,pretrain,0.039186,0.039186,0.0,0.0,0.0,0.0,0.0,25.298,0.9747
0,2100,pretrain,0.037083,0.037083,0.0,0.0,0.0,0.0,0.0,26.4284,0.9661
0,2120,pretrain,0.033813,0.033813,0.0,0.0,0.0,0.0,0.0,26.8149,0.9844
0,2140,pretrain,0.024819,0.024819,0.0,0.0,0.0,0.0,0.0,29.279,0.9892
0,2160,pretrain,0.030699,0.030699,0.0,0.0,0.0,0.0,0.0,27.723,0.9842
0,2180,pretrain,0.047997,0.047997,0.0,0.0,0.0,0.0,0.0,25.09,0.9011
0,2200,pretrain,0.040342,0.040342,0.0,0.0,0.0,0.0,0.0,25.1845,0.9758
0,2220,pretrain,0.041055,0.041055,0.0,0.0,0.0,0.0,0.0,24.6519,0.9661
0,2240,pretrain,0.027387,0.027387,0.0,0.0,0.0,0.0,0.0,28.568,0.9752
0,2260,pretrain,0.045483,0.045483,0.0,0.0,0.0,0.0,0.0,24.3123,0.9719
0,2280,pretrain,0.034846,0.034846,0.0,0.0,0.0,0.0,0.0,26.9033,0.9537
0,2300,pretrain,0.046593,0.046593,0.0,0.0,0.0,0.0,0.0,24.375,0.9384
0,2320,pretrain,0.044336,0.044336,0.0,0.0,0.0,0.0,0.0,25.1784,0.956
0,2340,pretrain,0.0278,0.0278,0.0,0.0,0.0,0.0,0.0,28.6164,0.9886
0,2360,pretrain,0.032386,0.032386,0.0,0.0,0.0,0.0,0.0,26.3665,0.9789
0,2380,pretrain,0.050961,0.050961,0.0,0.0,0.0,0.0,0.0,22.4766,0.9444
0,2400,pretrain,0.036855,0.036855,0.0,0.0,0.0,0.0,0.0,26.3888,0.9815
0,2420,pretrain,0.033847,0.033847,0.0,0.0,0.0,0.0,0.0,26.8769,0.9655
0,2440,pretrain,0.03577,0.03577,0.0,0.0,0.0,0.0,0.0,26.3098,0.9872
0,2460,pretrain,0.032172,0.032172,0.0,0.0,0.0,0.0,0.0,28.1426,0.9069
0,2480,pretrain,0.026109,0.026109,0.0,0.0,0.0,0.0,0.0,28.7792,0.9863
1,0,pretrain,0.039645,0.039645,0.0,0.0,0.0,0.0,0.0,25.948,0.9784
1,20,pretrain,0.040599,0.040599,0.0,0.0,0.0,0.0,0.0,25.1515,0.9716
1,40,pretrain,0.041286,0.041286,0.0,0.0,0.0,0.0,0.0,24.2019,0.9769
1,60,pretrain,0.033583,0.033583,0.0,0.0,0.0,0.0,0.0,26.6013,0.979
1,80,pretrain,0.038115,0.038115,0.0,0.0,0.0,0.0,0.0,25.9816,0.9217
1,100,pretrain,0.029866,0.029866,0.0,0.0,0.0,0.0,0.0,28.7741,0.9829
1,120,pretrain,0.029265,0.029265,0.0,0.0,0.0,0.0,0.0,28.1437,0.9888
1,140,pretrain,0.029637,0.029637,0.0,0.0,0.0,0.0,0.0,27.482,0.9562
1,160,pretrain,0.028681,0.028681,0.0,0.0,0.0,0.0,0.0,27.6268,0.9871
1,180,pretrain,0.020935,0.020935,0.0,0.0,0.0,0.0,0.0,30.6546,0.989
1,200,pretrain,0.044631,0.044631,0.0,0.0,0.0,0.0,0.0,23.4864,0.9592
1,220,pretrain,0.029382,0.029382,0.0,0.0,0.0,0.0,0.0,27.8936,0.9825
1,240,pretrain,0.034498,0.034498,0.0,0.0,0.0,0.0,0.0,26.4361,0.9686
1,260,pretrain,0.027718,0.027718,0.0,0.0,0.0,0.0,0.0,29.3912,0.9899
1,280,pretrain,0.037943,0.037943,0.0,0.0,0.0,0.0,0.0,24.7977,0.9654
1,300,pretrain,0.019828,0.019828,0.0,0.0,0.0,0.0,0.0,31.2968,0.9844
1,320,pretrain,0.026581,0.026581,0.0,0.0,0.0,0.0,0.0,29.1366,0.9835
1,340,pretrain,0.0245,0.0245,0.0,0.0,0.0,0.0,0.0,30.0184,0.9926
1,360,pretrain,0.030571,0.030571,0.0,0.0,0.0,0.0,0.0,27.2419,0.9859
1,380,pretrain,0.028747,0.028747,0.0,0.0,0.0,0.0,0.0,28.2005,0.9867
1,400,pretrain,0.039696,0.039696,0.0,0.0,0.0,0.0,0.0,25.1279,0.9605
1,420,pretrain,0.034541,0.034541,0.0,0.0,0.0,0.0,0.0,26.1014,0.9893
1,440,pretrain,0.054839,0.054839,0.0,0.0,0.0,0.0,0.0,21.3128,0.9471
1,460,pretrain,0.030273,0.030273,0.0,0.0,0.0,0.0,0.0,26.1012,0.9751
1,480,pretrain,0.032824,0.032824,0.0,0.0,0.0,0.0,0.0,26.1734,0.9754
1,500,pretrain,0.037939,0.037939,0.0,0.0,0.0,0.0,0.0,24.9272,0.9835
1,520,pretrain,0.02183,0.02183,0.0,0.0,0.0,0.0,0.0,30.1462,0.9857
1,540,pretrain,0.035742,0.035742,0.0,0.0,0.0,0.0,0.0,26.7135,0.9866
1,560,pretrain,0.037045,0.037045,0.0,0.0,0.0,0.0,0.0,24.8328,0.9677
1,580,pretrain,0.023363,0.023363,0.0,0.0,0.0,0.0,0.0,29.1885,0.9932
1,600,pretrain,0.027026,0.027026,0.0,0.0,0.0,0.0,0.0,29.3029,0.9875
1,620,pretrain,0.028991,0.028991,0.0,0.0,0.0,0.0,0.0,28.6921,0.9914
1,640,pretrain,0.041481,0.041481,0.0,0.0,0.0,0.0,0.0,23.9489,0.9684
1,660,pretrain,0.019033,0.019033,0.0,0.0,0.0,0.0,0.0,31.4425,0.987
1,680,pretrain,0.01791,0.01791,0.0,0.0,0.0,0.0,0.0,32.2054,0.9943
1,700,pretrain,0.02708,0.02708,0.0,0.0,0.0,0.0,0.0,28.5026,0.9836
1,720,pretrain,0.03915,0.03915,0.0,0.0,0.0,0.0,0.0,24.6708,0.9746
1,740,pretrain,0.023736,0.023736,0.0,0.0,0.0,0.0,0.0,29.4624,0.9871
1,760,pretrain,0.040826,0.040826,0.0,0.0,0.0,0.0,0.0,24.3428,0.9736
1,780,pretrain,0.016307,0.016307,0.0,0.0,0.0,0.0,0.0,32.7451,0.9945
1,800,pretrain,0.034465,0.034465,0.0,0.0,0.0,0.0,0.0,25.2883,0.9804
1,820,pretrain,0.036243,0.036243,0.0,0.0,0.0,0.0,0.0,24.7479,0.9816
1,840,pretrain,0.034988,0.034988,0.0,0.0,0.0,0.0,0.0,25.6245,0.9593
1,860,pretrain,0.03336,0.03336,0.0,0.0,0.0,0.0,0.0,27.2021,0.9816
1,880,pretrain,0.02615,0.02615,0.0,0.0,0.0,0.0,0.0,27.7058,0.9914
1,900,pretrain,0.038523,0.038523,0.0,0.0,0.0,0.0,0.0,24.6913,0.9718
1,920,pretrain,0.019084,0.019084,0.0,0.0,0.0,0.0,0.0,30.9632,0.9866
1,940,pretrain,0.032305,0.032305,0.0,0.0,0.0,0.0,0.0,25.8553,0.9789
1,960,pretrain,0.028682,0.028682,0.0,0.0,0.0,0.0,0.0,28.0665,0.9856
1,980,pretrain,0.019145,0.019145,0.0,0.0,0.0,0.0,0.0,30.3227,0.9844
1,1000,pretrain,0.031303,0.031303,0.0,0.0,0.0,0.0,0.0,26.5273,0.9887
1,1020,pretrain,0.028048,0.028048,0.0,0.0,0.0,0.0,0.0,27.8199,0.9821
1,1040,pretrain,0.041701,0.041701,0.0,0.0,0.0,0.0,0.0,23.946,0.9728
1,1060,pretrain,0.019543,0.019543,0.0,0.0,0.0,0.0,0.0,30.4041,0.9869
1,1080,pretrain,0.042498,0.042498,0.0,0.0,0.0,0.0,0.0,25.1497,0.9805
1,1100,pretrain,0.028655,0.028655,0.0,0.0,0.0,0.0,0.0,27.2817,0.9759
1,1120,pretrain,0.029184,0.029184,0.0,0.0,0.0,0.0,0.0,27.3389,0.9863
1,1140,pretrain,0.030439,0.030439,0.0,0.0,0.0,0.0,0.0,28.2474,0.9895
1,1160,pretrain,0.025389,0.025389,0.0,0.0,0.0,0.0,0.0,29.4731,0.9853
1,1180,pretrain,0.021661,0.021661,0.0,0.0,0.0,0.0,0.0,30.0903,0.9684
1,1200,pretrain,0.035225,0.035225,0.0,0.0,0.0,0.0,0.0,27.1756,0.9604
1,1220,pretrain,0.021347,0.021347,0.0,0.0,0.0,0.0,0.0,30.9157,0.9924
1,1240,pretrain,0.025462,0.025462,0.0,0.0,0.0,0.0,0.0,28.7427,0.9844
1,1260,pretrain,0.02765,0.02765,0.0,0.0,0.0,0.0,0.0,27.6765,0.9835
1,1280,pretrain,0.027655,0.027655,0.0,0.0,0.0,0.0,0.0,26.8358,0.9781
1,1300,pretrain,0.023978,0.023978,0.0,0.0,0.0,0.0,0.0,29.3366,0.9821
1,1320,pretrain,0.04421,0.04421,0.0,0.0,0.0,0.0,0.0,23.814,0.9712
1,1340,pretrain,0.028259,0.028259,0.0,0.0,0.0,0.0,0.0,27.9212,0.9893
1,1360,pretrain,0.026747,0.026747,0.0,0.0,0.0,0.0,0.0,27.4765,0.9783
1,1380,pretrain,0.018759,0.018759,0.0,0.0,0.0,0.0,0.0,32.1162,0.9926
1,1400,pretrain,0.015969,0.015969,0.0,0.0,0.0,0.0,0.0,33.443,0.9945
1,1420,pretrain,0.026211,0.026211,0.0,0.0,0.0,0.0,0.0,28.5183,0.9896
1,1440,pretrain,0.035743,0.035743,0.0,0.0,0.0,0.0,0.0,24.9393,0.9644
1,1460,pretrain,0.033604,0.033604,0.0,0.0,0.0,0.0,0.0,26.6345,0.9858
1,1480,pretrain,0.029927,0.029927,0.0,0.0,0.0,0.0,0.0,26.6258,0.9691
1,1500,pretrain,0.023486,0.023486,0.0,0.0,0.0,0.0,0.0,29.2829,0.9926
1,1520,pretrain,0.025065,0.025065,0.0,0.0,0.0,0.0,0.0,29.4886,0.9895
1,1540,pretrain,0.022138,0.022138,0.0,0.0,0.0,0.0,0.0,28.7628,0.969
1,1560,pretrain,0.026004,0.026004,0.0,0.0,0.0,0.0,0.0,29.4147,0.987
1,1580,pretrain,0.042049,0.042049,0.0,0.0,0.0,0.0,0.0,23.9298,0.9684
1,1600,pretrain,0.024415,0.024415,0.0,0.0,0.0,0.0,0.0,29.0065,0.9872
1,1620,pretrain,0.024162,0.024162,0.0,0.0,0.0,0.0,0.0,29.7147,0.9935
1,1640,pretrain,0.02277,0.02277,0.0,0.0,0.0,0.0,0.0,29.9239,0.9849
1,1660,pretrain,0.043509,0.043509,0.0,0.0,0.0,0.0,0.0,23.4947,0.9591
1,1680,pretrain,0.021291,0.021291,0.0,0.0,0.0,0.0,0.0,29.5116,0.9932
1,1700,pretrain,0.03883,0.03883,0.0,0.0,0.0,0.0,0.0,24.5405,0.9819
1,1720,pretrain,0.030886,0.030886,0.0,0.0,0.0,0.0,0.0,26.8736,0.9824
1,1740,pretrain,0.033279,0.033279,0.0,0.0,0.0,0.0,0.0,26.0609,0.9804
1,1760,pretrain,0.023863,0.023863,0.0,0.0,0.0,0.0,0.0,28.7436,0.9841
1,1780,pretrain,0.029078,0.029078,0.0,0.0,0.0,0.0,0.0,27.982,0.9855
1,1800,pretrain,0.032747,0.032747,0.0,0.0,0.0,0.0,0.0,27.5786,0.971
1,1820,pretrain,0.023408,0.023408,0.0,0.0,0.0,0.0,0.0,29.885,0.9931
1,1840,pretrain,0.024804,0.024804,0.0,0.0,0.0,0.0,0.0,27.8587,0.985
1,1860,pretrain,0.038086,0.038086,0.0,0.0,0.0,0.0,0.0,24.5744,0.9809
1,1880,pretrain,0.032772,0.032772,0.0,0.0,0.0,0.0,0.0,27.6941,0.9854
1,1900,pretrain,0.023344,0.023344,0.0,0.0,0.0,0.0,0.0,29.4724,0.9883
1,1920,pretrain,0.032264,0.032264,0.0,0.0,0.0,0.0,0.0,26.5185,0.978
1,1940,pretrain,0.02265,0.02265,0.0,0.0,0.0,0.0,0.0,30.0642,0.9859
1,1960,pretrain,0.036813,0.036813,0.0,0.0,0.0,0.0,0.0,26.4593,0.981
1,1980,pretrain,0.024014,0.024014,0.0,0.0,0.0,0.0,0.0,29.6336,0.9817
1,2000,pretrain,0.029376,0.029376,0.0,0.0,0.0,0.0,0.0,25.8689,0.9692
1,2020,pretrain,0.025446,0.025446,0.0,0.0,0.0,0.0,0.0,28.2897,0.9701
1,2040,pretrain,0.022294,0.022294,0.0,0.0,0.0,0.0,0.0,29.184,0.9882
1,2060,pretrain,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0,26.1273,0.9686
1,2080,pretrain,0.017311,0.017311,0.0,0.0,0.0,0.0,0.0,32.7328,0.9926
1,2100,pretrain,0.01903,0.01903,0.0,0.0,0.0,0.0,0.0,30.3064,0.985
1,2120,pretrain,0.021661,0.021661,0.0,0.0,0.0,0.0,0.0,29.6719,0.9936
1,2140,pretrain,0.027299,0.027299,0.0,0.0,0.0,0.0,0.0,28.7636,0.9908
1,2160,pretrain,0.020573,0.020573,0.0,0.0,0.0,0.0,0.0,30.4482,0.9902
1,2180,pretrain,0.027687,0.027687,0.0,0.0,0.0,0.0,0.0,28.4469,0.9839
1,2200,pretrain,0.042403,0.042403,0.0,0.0,0.0,0.0,0.0,23.3612,0.9657
1,2220,pretrain,0.022387,0.022387,0.0,0.0,0.0,0.0,0.0,30.7081,0.9779
1,2240,pretrain,0.022736,0.022736,0.0,0.0,0.0,0.0,0.0,28.5989,0.9629
1,2260,pretrain,0.025822,0.025822,0.0,0.0,0.0,0.0,0.0,29.7432,0.993
1,2280,pretrain,0.022737,0.022737,0.0,0.0,0.0,0.0,0.0,28.2405,0.9777
1,2300,pretrain,0.019882,0.019882,0.0,0.0,0.0,0.0,0.0,31.4014,0.9936
1,2320,pretrain,0.022157,0.022157,0.0,0.0,0.0,0.0,0.0,29.0315,0.991
1,2340,pretrain,0.025502,0.025502,0.0,0.0,0.0,0.0,0.0,28.2213,0.9823
1,2360,pretrain,0.025594,0.025594,0.0,0.0,0.0,0.0,0.0,28.9517,0.9884
1,2380,pretrain,0.033426,0.033426,0.0,0.0,0.0,0.0,0.0,28.2155,0.9203
1,2400,pretrain,0.018725,0.018725,0.0,0.0,0.0,0.0,0.0,31.0349,0.9899
1,2420,pretrain,0.034873,0.034873,0.0,0.0,0.0,0.0,0.0,25.7342,0.9716
1,2440,pretrain,0.0271,0.0271,0.0,0.0,0.0,0.0,0.0,28.5516,0.989
1,2460,pretrain,0.042743,0.042743,0.0,0.0,0.0,0.0,0.0,23.5502,0.9673
1,2480,pretrain,0.020128,0.020128,0.0,0.0,0.0,0.0,0.0,30.3359,0.989
2,0,pretrain,0.038188,0.038188,0.0,0.0,0.0,0.0,0.0,25.4261,0.9753
2,20,pretrain,0.023373,0.023373,0.0,0.0,0.0,0.0,0.0,28.2676,0.9847
2,40,pretrain,0.022962,0.022962,0.0,0.0,0.0,0.0,0.0,28.8357,0.9846
2,60,pretrain,0.020186,0.020186,0.0,0.0,0.0,0.0,0.0,31.2971,0.9861
2,80,pretrain,0.018126,0.018126,0.0,0.0,0.0,0.0,0.0,31.9872,0.9888
2,100,pretrain,0.021248,0.021248,0.0,0.0,0.0,0.0,0.0,28.3296,0.9876
2,120,pretrain,0.020141,0.020141,0.0,0.0,0.0,0.0,0.0,30.5678,0.9874
2,140,pretrain,0.027125,0.027125,0.0,0.0,0.0,0.0,0.0,28.1631,0.9806
2,160,pretrain,0.033025,0.033025,0.0,0.0,0.0,0.0,0.0,27.2316,0.9882
2,180,pretrain,0.034776,0.034776,0.0,0.0,0.0,0.0,0.0,25.9101,0.9819
2,200,pretrain,0.032836,0.032836,0.0,0.0,0.0,0.0,0.0,26.2329,0.9855
2,220,pretrain,0.020602,0.020602,0.0,0.0,0.0,0.0,0.0,30.5285,0.9937
2,240,pretrain,0.036046,0.036046,0.0,0.0,0.0,0.0,0.0,24.6075,0.9619
2,260,pretrain,0.023207,0.023207,0.0,0.0,0.0,0.0,0.0,29.9052,0.99
2,280,pretrain,0.033467,0.033467,0.0,0.0,0.0,0.0,0.0,25.5131,0.9711
2,300,pretrain,0.0376,0.0376,0.0,0.0,0.0,0.0,0.0,25.645,0.963
2,320,pretrain,0.02846,0.02846,0.0,0.0,0.0,0.0,0.0,27.4692,0.9753
2,340,pretrain,0.040768,0.040768,0.0,0.0,0.0,0.0,0.0,25.1826,0.9545
2,360,pretrain,0.02388,0.02388,0.0,0.0,0.0,0.0,0.0,29.4113,0.9811
2,380,pretrain,0.018232,0.018232,0.0,0.0,0.0,0.0,0.0,32.4047,0.9937
2,400,pretrain,0.031417,0.031417,0.0,0.0,0.0,0.0,0.0,26.9403,0.983
2,420,pretrain,0.019191,0.019191,0.0,0.0,0.0,0.0,0.0,31.0468,0.9848
2,440,pretrain,0.034901,0.034901,0.0,0.0,0.0,0.0,0.0,26.4418,0.9821
2,460,pretrain,0.028135,0.028135,0.0,0.0,0.0,0.0,0.0,27.1461,0.981
2,480,pretrain,0.019639,0.019639,0.0,0.0,0.0,0.0,0.0,30.951,0.9925
